EmployeeID,NIK,orighiredate_key,department_name,job_title,BUSINESS_UNIT
4621,1275054307470018,1/8/1999,Produce,Produce Clerk,STORES
4623,6104147009660015,1/10/1999,Dairy,Dairy Person,STORES
4625,7307050310660007,1/12/1999,Bakery,Baker,STORES
4629,7310071610660016,1/18/1999,Bakery,Baker,STORES
4632,7316031507470004,1/20/1999,Produce,Produce Clerk,STORES
4637,3513051907470015,1/24/1999,Produce,Produce Clerk,STORES
4641,3212046307470001,1/28/1999,Produce,Produce Clerk,STORES
4647,3211107107470017,2/5/1999,Produce,Produce Clerk,STORES
4654,3514141212660014,2/18/1999,Processed Foods,Shelf Stocker,STORES
4655,5202041612660009,2/20/1999,Processed Foods,Shelf Stocker,STORES
4660,9171022612660004,2/25/1999,Bakery,Baker,STORES
4664,9112290901670009,3/4/1999,Produce,Produce Clerk,STORES
4665,7173016808470001,3/5/1999,Produce,Produce Clerk,STORES
4676,1501061602670019,3/24/1999,Bakery,Baker,STORES
4680,9115112602670018,3/30/1999,Processed Foods,Shelf Stocker,STORES
4682,3574014803670016,4/4/1999,Processed Foods,Shelf Stocker,STORES
4684,3274011203670015,4/6/1999,Bakery,Baker,STORES
4687,6402051603670015,4/8/1999,Bakery,Baker,STORES
4689,1805084310470010,4/10/1999,Meats,Meat Cutter,STORES
4697,3276085610470008,4/23/1999,Meats,Meat Cutter,STORES
4698,3210231904670006,4/26/1999,Produce,Produce Clerk,STORES
4699,7207062104670005,4/27/1999,Processed Foods,Shelf Stocker,STORES
4703,1809060105670008,5/2/1999,Bakery,Baker,STORES
4705,7310062710470015,5/4/1999,Produce,Produce Clerk,STORES
4722,1407040206670011,5/19/1999,Bakery,Baker,STORES
4728,5304125006670016,5/24/1999,Bakery,Baker,STORES
4732,1673036706670016,6/2/1999,Customer Service,Cashier,STORES
4740,1309081007670018,6/8/1999,Produce,Produce Clerk,STORES
4744,7103161907670016,6/13/1999,Bakery,Baker,STORES
4746,1202156307670012,6/15/1999,Bakery,Baker,STORES
4748,9206091212470007,6/19/1999,Produce,Produce Clerk,STORES
4749,8203147007670009,6/19/1999,Bakery,Baker,STORES
4754,1213170808670006,6/24/1999,Processed Foods,Shelf Stocker,STORES
4762,3215242212470018,6/29/1999,Produce,Produce Clerk,STORES
4763,9209212212470002,6/29/1999,Produce,Produce Clerk,STORES
4765,3213202512470013,7/2/1999,Produce,Produce Clerk,STORES
4781,7403170310670016,7/23/1999,Dairy,Dairy Person,STORES
4785,3326144810670007,7/26/1999,Processed Foods,Shelf Stocker,STORES
4802,5104034711670016,8/11/1999,Processed Foods,Shelf Stocker,STORES
4805,3602170502480009,8/13/1999,Bakery,Baker,STORES
4807,3521130702480003,8/15/1999,Meats,Meat Cutter,STORES
4820,3206100712670005,8/27/1999,Customer Service,Cashier,STORES
4825,3311105612670004,8/31/1999,Processed Foods,Shelf Stocker,STORES
4834,3215094401680013,9/10/1999,Processed Foods,Shelf Stocker,STORES
4842,3403075701680018,9/17/1999,Meats,Meat Cutter,STORES
4843,3329075901680002,9/18/1999,Bakery,Baker,STORES
4848,1201115703480015,9/22/1999,Produce,Produce Clerk,STORES
4850,3324130202680016,9/26/1999,Bakery,Baker,STORES
4852,3506204902680019,9/29/1999,Processed Foods,Shelf Stocker,STORES
4853,3201010902680019,9/29/1999,Bakery,Baker,STORES
4857,6202030104480004,10/7/1999,Produce,Produce Clerk,STORES
4858,3209390404480019,10/10/1999,Produce,Produce Clerk,STORES
4917,1611102606680006,12/11/1999,Bakery,Baker,STORES
4930,7403190108680009,12/30/1999,Bakery,Baker,STORES
4935,8105095108680010,1/4/2000,Customer Service,Cashier,STORES
4938,1216055408680012,1/6/2000,Produce,Produce Clerk,STORES
4966,3508192109680007,1/26/2000,Meats,Meat Cutter,STORES
4972,7604056607480017,1/31/2000,Meats,Meat Cutter,STORES
4977,6308025910680009,2/10/2000,Meats,Meat Cutter,STORES
4978,1404105910680005,2/10/2000,Meats,Meat Cutter,STORES
4979,7406102110680013,2/11/2000,Bakery,Baker,STORES
4984,9115151211680004,2/22/2000,Produce,Produce Clerk,STORES
4986,9116045711680006,2/25/2000,Bakery,Baker,STORES
4994,6210036411680017,2/29/2000,Processed Foods,Shelf Stocker,STORES
5006,5303047008480013,3/6/2000,Bakery,Baker,STORES
5009,9114195712680012,3/12/2000,Produce,Produce Clerk,STORES
5015,3526035309480003,3/20/2000,Bakery,Baker,STORES
5021,6306081709480001,3/24/2000,Bakery,Baker,STORES
5025,2171026009480006,3/27/2000,Produce,Produce Clerk,STORES
5028,7503132109480006,3/28/2000,Produce,Produce Clerk,STORES
5033,1809094302690017,4/6/2000,Customer Service,Cashier,STORES
5036,3273174802690018,4/9/2000,Bakery,Baker,STORES
5037,3315094310480010,4/9/2000,Produce,Produce Clerk,STORES
5043,3372046702690012,4/19/2000,Bakery,Baker,STORES
5044,9124310103690001,4/20/2000,Bakery,Baker,STORES
5048,3310125103690013,4/26/2000,Bakery,Baker,STORES
5049,1906011603690016,4/28/2000,Bakery,Baker,STORES
5063,7405084804690007,5/10/2000,Bakery,Baker,STORES
5074,7101316604690014,5/20/2000,Bakery,Baker,STORES
5092,3305156306690014,6/20/2000,Bakery,Baker,STORES
5095,3502075912480005,6/25/2000,Bakery,Baker,STORES
5100,8104154707690003,6/27/2000,Meats,Meat Cutter,STORES
5110,1401176107690003,7/4/2000,Bakery,Baker,STORES
5118,9116044208690003,7/11/2000,Meats,Meat Cutter,STORES
5126,1471030209690001,7/27/2000,Bakery,Baker,STORES
5127,1703140309690007,7/28/2000,Bakery,Baker,STORES
5130,3504065609690009,8/3/2000,Customer Service,Cashier,STORES
5152,7414011211690016,9/2/2000,Bakery,Baker,STORES
5156,5307205511690013,9/4/2000,Customer Service,Cashier,STORES
5158,1219086111690006,9/7/2000,Customer Service,Cashier,STORES
5173,7324016512690017,9/25/2000,Customer Service,Cashier,STORES
5178,3578140301700008,9/30/2000,Meats,Meat Cutter,STORES
5180,7208085301700010,10/5/2000,Produce,Produce Clerk,STORES
5182,3506175401700011,10/6/2000,Dairy,Dairy Person,STORES
5186,7603152601700017,10/12/2000,Bakery,Baker,STORES
5187,7302016701700015,10/13/2000,Customer Service,Cashier,STORES
5200,3211171803700008,11/8/2000,Meats,Meat Cutter,STORES
5210,1601284504700018,11/18/2000,Bakery,Baker,STORES
5221,1507090605700019,12/4/2000,Meats,Meat Cutter,STORES
5233,1771030106700017,12/18/2000,Bakery,Baker,STORES
5234,3402034906700004,12/22/2000,Customer Service,Cashier,STORES
5235,1410040906700015,12/22/2000,Meats,Meat Cutter,STORES
5238,6472062106700011,12/28/2000,Customer Service,Cashier,STORES
5255,8205061408700005,1/26/2001,Bakery,Baker,STORES
5261,3274021109700015,2/9/2001,Bakery,Baker,STORES
5268,9108266910700002,3/7/2001,Customer Service,Cashier,STORES
5271,9116091011700002,3/13/2001,Produce,Produce Clerk,STORES
5281,9206170712700017,3/27/2001,Bakery,Baker,STORES
5288,8104066712700006,4/7/2001,Dairy,Dairy Person,STORES
5306,7406014103710003,5/11/2001,Bakery,Baker,STORES
5309,1308051703710009,5/19/2001,Bakery,Baker,STORES
5314,5318012303710001,5/22/2001,Meats,Meat Cutter,STORES
5322,1509111804710012,6/5/2001,Bakery,Baker,STORES
5331,7318330805710014,6/16/2001,Dairy,Dairy Person,STORES
5338,3603277005710002,6/27/2001,Bakery,Baker,STORES
5344,7309146006710007,7/8/2001,Bakery,Baker,STORES
5345,1810096306710010,7/10/2001,Customer Service,Cashier,STORES
5346,3521106706710005,7/12/2001,Dairy,Dairy Person,STORES
5348,5201070107710019,7/14/2001,Processed Foods,Shelf Stocker,STORES
5353,7171056107710012,7/25/2001,Produce,Produce Clerk,STORES
5354,6411056307710013,7/26/2001,Customer Service,Cashier,STORES
5358,7309020408710011,8/1/2001,Bakery,Baker,STORES
5367,9107192608710007,8/13/2001,Bakery,Baker,STORES
5368,3324141009710017,8/21/2001,Bakery,Baker,STORES
5385,9209237010710013,9/16/2001,Produce,Produce Clerk,STORES
5388,7402161511710008,9/25/2001,Dairy,Dairy Person,STORES
5389,3522061711710013,9/26/2001,Customer Service,Cashier,STORES
5397,9206234212710002,10/4/2001,Produce,Produce Clerk,STORES
5403,9113240601720015,10/22/2001,Bakery,Baker,STORES
5405,1218120901720008,10/24/2001,Produce,Produce Clerk,STORES
5417,1671100502720018,11/7/2001,Produce,Produce Clerk,STORES
5432,9106052003720002,11/30/2001,Dairy,Dairy Person,STORES
5441,7318315704720011,12/14/2001,Produce,Produce Clerk,STORES
5447,1205040605720010,12/24/2001,Dairy,Dairy Person,STORES
5449,3518204805720016,12/25/2001,Produce,Produce Clerk,STORES
5451,6203150805720016,12/25/2001,Customer Service,Cashier,STORES
5460,5204171606720010,1/15/2002,Bakery,Baker,STORES
5462,6304096106720002,1/18/2002,Meats,Meat Cutter,STORES
5463,9271082606720016,1/20/2002,Customer Service,Cashier,STORES
5467,6109060607720015,1/26/2002,Customer Service,Cashier,STORES
5471,1374021307720012,1/29/2002,Dairy,Dairy Person,STORES
5475,6101100108720011,2/8/2002,Bakery,Baker,STORES
5482,6408122408720012,2/20/2002,Bakery,Baker,STORES
5496,9120074110720008,3/13/2002,Customer Service,Cashier,STORES
5515,9101161811720008,4/7/2002,Bakery,Baker,STORES
5522,3519014412720014,4/15/2002,Dairy,Dairy Person,STORES
5525,3318050612720009,4/16/2002,Customer Service,Cashier,STORES
5535,3528020501730014,5/2/2002,Dairy,Dairy Person,STORES
5543,1509020302730008,5/18/2002,Dairy,Dairy Person,STORES
5549,1301121602730017,5/24/2002,Produce,Produce Clerk,STORES
5550,2171046102730010,5/27/2002,Dairy,Dairy Person,STORES
5552,6303196802730004,5/31/2002,Dairy,Dairy Person,STORES
5555,1801145103730018,6/6/2002,Dairy,Dairy Person,STORES
5559,1804211903730001,6/10/2002,Dairy,Dairy Person,STORES
5562,7171012303730004,6/12/2002,Customer Service,Cashier,STORES
5567,6308036903730011,6/16/2002,Bakery,Baker,STORES
5574,3527011204730002,6/23/2002,Processed Foods,Shelf Stocker,STORES
5587,1214191405730006,7/10/2002,Dairy,Dairy Person,STORES
5591,3325016405730002,7/15/2002,Meats,Meat Cutter,STORES
5599,7318206006730003,7/29/2002,Bakery,Baker,STORES
5604,1376051107730010,8/10/2002,Customer Service,Cashier,STORES
5611,1701061707730005,8/13/2002,Dairy,Dairy Person,STORES
5612,1216066107730016,8/15/2002,Produce,Produce Clerk,STORES
5618,3275124408730014,8/22/2002,Bakery,Baker,STORES
5629,3506235109730012,9/11/2002,Dairy,Dairy Person,STORES
5642,3207156210730013,10/3/2002,Dairy,Dairy Person,STORES
5650,5302061811730008,10/17/2002,Dairy,Dairy Person,STORES
5656,1101115912730003,11/3/2002,Dairy,Dairy Person,STORES
5668,7603031601740002,11/17/2002,Dairy,Dairy Person,STORES
5672,3202150902740016,11/30/2002,Dairy,Dairy Person,STORES
5675,3402042002740010,12/6/2002,Dairy,Dairy Person,STORES
5676,6407056002740014,12/6/2002,Customer Service,Cashier,STORES
5677,5312122102740006,12/6/2002,Bakery,Baker,STORES
5679,9203076202740017,12/7/2002,Dairy,Dairy Person,STORES
5683,1706024903740006,12/15/2002,Dairy,Dairy Person,STORES
5690,6503066303740008,12/22/2002,Customer Service,Cashier,STORES
5694,7406194704740015,12/30/2002,Customer Service,Cashier,STORES
5695,1601140604740018,12/30/2002,Customer Service,Cashier,STORES
5697,6407050904740006,12/31/2002,Processed Foods,Shelf Stocker,STORES
5698,7403251104740008,1/1/2003,Produce,Produce Clerk,STORES
5712,1218105005740019,1/17/2003,Dairy,Dairy Person,STORES
5719,3311065206740004,2/3/2003,Produce,Produce Clerk,STORES
5727,3216072906740008,2/12/2003,Dairy,Dairy Person,STORES
5746,1106082208740011,3/12/2003,Dairy,Dairy Person,STORES
5747,3519022208740002,3/12/2003,Dairy,Dairy Person,STORES
5751,3305191109740004,3/23/2003,Dairy,Dairy Person,STORES
5776,6103130811740002,4/23/2003,Dairy,Dairy Person,STORES
5795,1611083001750011,6/5/2003,Dairy,Dairy Person,STORES
5798,1213190402750010,6/8/2003,Dairy,Dairy Person,STORES
5800,3202370602750008,6/9/2003,Dairy,Dairy Person,STORES
5806,9113281802750019,6/15/2003,Dairy,Dairy Person,STORES
5809,3209090303750010,6/22/2003,Meats,Meat Cutter,STORES
5812,3215221003750004,6/26/2003,Bakery,Baker,STORES
5815,1116066103750001,7/2/2003,Produce,Produce Clerk,STORES
5825,3374122704750013,7/21/2003,Dairy,Dairy Person,STORES
5828,7602120205750012,7/24/2003,Dairy,Dairy Person,STORES
5829,8106085105750008,7/29/2003,Produce,Produce Clerk,STORES
5831,5306062505750015,8/5/2003,Dairy,Dairy Person,STORES
5832,9210012405750014,8/5/2003,Produce,Produce Clerk,STORES
5834,1202117005750003,8/8/2003,Dairy,Dairy Person,STORES
5837,3204084906750008,8/13/2003,Bakery,Baker,STORES
5838,7317054906750015,8/13/2003,Meats,Meat Cutter,STORES
5842,3603065307750019,8/31/2003,Produce,Produce Clerk,STORES
5847,6308106507750014,9/6/2003,Bakery,Baker,STORES
5853,1402021408750016,9/17/2003,Meats,Meat Cutter,STORES
5875,1273022410750001,10/24/2003,Meats,Meat Cutter,STORES
5883,7410014212750005,11/14/2003,Meats,Meat Cutter,STORES
5898,1805230101760019,11/30/2003,Produce,Produce Clerk,STORES
5899,1409144401760013,12/1/2003,Bakery,Baker,STORES
5904,1603221601760013,12/8/2003,Dairy,Dairy Person,STORES
5910,3207180502760012,12/18/2003,Dairy,Dairy Person,STORES
5928,3312122903760015,1/15/2004,Produce,Produce Clerk,STORES
5933,1202095504760017,1/24/2004,Processed Foods,Shelf Stocker,STORES
5936,1213201904760017,1/26/2004,Produce,Produce Clerk,STORES
5959,9102435307760011,3/11/2004,Customer Service,Cashier,STORES
5962,1225012607760002,3/18/2004,Dairy,Dairy Person,STORES
5965,3328144508760016,3/23/2004,Produce,Produce Clerk,STORES
5969,1807014808760008,3/25/2004,Dairy,Dairy Person,STORES
5977,8101014809760004,4/10/2004,Dairy,Dairy Person,STORES
5980,9205045309760017,4/13/2004,Dairy,Dairy Person,STORES
5982,3514131909760010,4/16/2004,Dairy,Dairy Person,STORES
5983,7207062709760009,4/20/2004,Dairy,Dairy Person,STORES
5987,3402135210760011,4/28/2004,Bakery,Baker,STORES
5989,1206172810760014,5/6/2004,Dairy,Dairy Person,STORES
5998,3211072211760009,5/20/2004,Bakery,Baker,STORES
6010,1108210601770009,6/12/2004,Dairy,Dairy Person,STORES
6011,3513214501770003,6/12/2004,Dairy,Dairy Person,STORES
6018,7505042501770016,6/22/2004,Bakery,Baker,STORES
6034,3217080304770007,7/29/2004,Processed Foods,Shelf Stocker,STORES
6039,3323061204770017,8/3/2004,Dairy,Dairy Person,STORES
6044,1806094405770018,8/14/2004,Processed Foods,Shelf Stocker,STORES
6052,7202271305770002,8/19/2004,Dairy,Dairy Person,STORES
6071,1571010707770017,9/17/2004,Produce,Produce Clerk,STORES
6073,6111055507770010,9/21/2004,Processed Foods,Shelf Stocker,STORES
6076,3519156607770008,9/27/2004,Bakery,Baker,STORES
6080,7313035208770010,10/6/2004,Produce,Produce Clerk,STORES
6081,3404131408770009,10/7/2004,Dairy,Dairy Person,STORES
6085,1305176208770009,10/11/2004,Bakery,Baker,STORES
6086,3317052408770002,10/12/2004,Dairy,Dairy Person,STORES
6100,3326076110770007,11/12/2004,Processed Foods,Shelf Stocker,STORES
6107,7326094311770014,11/19/2004,Dairy,Dairy Person,STORES
6127,3517206712770002,12/17/2004,Processed Foods,Shelf Stocker,STORES
6159,7409031304780004,2/12/2005,Dairy,Dairy Person,STORES
6166,6103072504780017,2/18/2005,Processed Foods,Shelf Stocker,STORES
6176,3202242205780012,3/4/2005,Processed Foods,Shelf Stocker,STORES
6180,7201121006780009,3/14/2005,Bakery,Baker,STORES
6182,3175085706780013,3/18/2005,Bakery,Baker,STORES
6189,3506086806780006,3/24/2005,Bakery,Baker,STORES
6192,3273204307780009,3/27/2005,Bakery,Baker,STORES
6194,1571011107780015,3/31/2005,Bakery,Baker,STORES
6201,7315024708780002,4/14/2005,Bakery,Baker,STORES
6207,9109041508780017,4/18/2005,Dairy,Dairy Person,STORES
6218,1605141509780014,5/5/2005,Bakery,Baker,STORES
6224,7603090310780005,5/14/2005,Bakery,Baker,STORES
6247,3171060412780009,6/16/2005,Customer Service,Cashier,STORES
6249,1805271512780016,6/22/2005,Bakery,Baker,STORES
6251,1610052212780004,6/25/2005,Dairy,Dairy Person,STORES
6257,6203024501790003,7/3/2005,Processed Foods,Shelf Stocker,STORES
6261,5203085001790012,7/5/2005,Dairy,Dairy Person,STORES
6272,9108044602790013,7/20/2005,Dairy,Dairy Person,STORES
6274,6304130902790006,7/21/2005,Dairy,Dairy Person,STORES
6300,3327125304790019,8/24/2005,Dairy,Dairy Person,STORES
6305,1301136104790006,8/28/2005,Bakery,Baker,STORES
6306,1871032304790012,8/29/2005,Processed Foods,Shelf Stocker,STORES
6307,6101084205790002,9/3/2005,Dairy,Dairy Person,STORES
6312,3529061405790018,9/9/2005,Dairy,Dairy Person,STORES
6325,6472095706790012,9/27/2005,Dairy,Dairy Person,STORES
6335,3504101807790011,10/13/2005,Dairy,Dairy Person,STORES
6339,1218052407790016,10/16/2005,Processed Foods,Shelf Stocker,STORES
6341,8205062307790013,10/16/2005,Bakery,Baker,STORES
6349,3326171608790014,10/29/2005,Dairy,Dairy Person,STORES
6370,9206035910790017,12/1/2005,Dairy,Dairy Person,STORES
6373,3311012410790003,12/4/2005,Dairy,Dairy Person,STORES
6374,6213076610790015,12/5/2005,Dairy,Dairy Person,STORES
6380,1213091011790006,12/13/2005,Bakery,Baker,STORES
6381,3516155311790002,12/15/2005,Dairy,Dairy Person,STORES
6392,8201055512790005,12/31/2005,Dairy,Dairy Person,STORES
6394,7209082812790007,1/7/2006,Customer Service,Cashier,STORES
6400,3512125701800013,1/18/2006,Bakery,Baker,STORES
6402,3276056101800019,1/20/2006,Customer Service,Cashier,STORES
6405,3275070502800016,1/28/2006,Processed Foods,Shelf Stocker,STORES
6411,1111126002800013,2/5/2006,Processed Foods,Shelf Stocker,STORES
6413,3279032202800006,2/6/2006,Dairy,Dairy Person,STORES
6425,3216106703800011,2/23/2006,Bakery,Baker,STORES
6430,3273084104800012,2/26/2006,Customer Service,Cashier,STORES
6447,1206060706800012,4/2/2006,Customer Service,Cashier,STORES
6457,1216041707800014,4/23/2006,Processed Foods,Shelf Stocker,STORES
6461,3318086407800004,4/27/2006,Customer Service,Cashier,STORES
6472,3205291808800018,5/10/2006,Dairy,Dairy Person,STORES
6474,3507206408800001,5/14/2006,Customer Service,Cashier,STORES
6481,9104241809800001,5/27/2006,Dairy,Dairy Person,STORES
6482,1108266309800005,5/29/2006,Dairy,Dairy Person,STORES
6484,1302112909800005,6/2/2006,Dairy,Dairy Person,STORES
6487,3206071910800001,6/12/2006,Dairy,Dairy Person,STORES
6493,1203290511800010,6/21/2006,Processed Foods,Shelf Stocker,STORES
6494,9102444611800012,6/22/2006,Dairy,Dairy Person,STORES
6495,3306100811800015,6/23/2006,Dairy,Dairy Person,STORES
6496,3526060911800002,6/23/2006,Bakery,Baker,STORES
6501,5203135311800014,6/25/2006,Processed Foods,Shelf Stocker,STORES
6505,1610031811800018,6/28/2006,Processed Foods,Shelf Stocker,STORES
6511,6303084612800002,7/7/2006,Processed Foods,Shelf Stocker,STORES
6515,3313071812800010,7/14/2006,Dairy,Dairy Person,STORES
6523,1906034101810017,7/21/2006,Processed Foods,Shelf Stocker,STORES
6531,7306131801810012,7/30/2006,Dairy,Dairy Person,STORES
6534,7172073101810014,8/6/2006,Processed Foods,Shelf Stocker,STORES
6537,3514015002810016,8/11/2006,Bakery,Baker,STORES
6554,6110074104810008,9/7/2006,Customer Service,Cashier,STORES
6559,3512054804810017,9/11/2006,Processed Foods,Shelf Stocker,STORES
6561,7304011304810005,9/14/2006,Processed Foods,Shelf Stocker,STORES
6568,7415032104810015,9/18/2006,Processed Foods,Shelf Stocker,STORES
6587,3503065906810017,10/19/2006,Dairy,Dairy Person,STORES
6590,3522036306810014,10/21/2006,Processed Foods,Shelf Stocker,STORES
6591,3517066506810018,10/22/2006,Processed Foods,Shelf Stocker,STORES
6592,1114094107810010,10/25/2006,Dairy,Dairy Person,STORES
6598,9126076407810005,11/6/2006,Processed Foods,Shelf Stocker,STORES
6617,7208151909810019,12/7/2006,Bakery,Baker,STORES
6625,9111052010810010,12/23/2006,Dairy,Dairy Person,STORES
6627,3520092310810006,12/24/2006,Dairy,Dairy Person,STORES
6628,7326152210810012,12/24/2006,Customer Service,Cashier,STORES
6632,7301074611810016,1/1/2007,Dairy,Dairy Person,STORES
6638,3510116811810012,1/12/2007,Customer Service,Cashier,STORES
6642,1105105212810015,1/20/2007,Dairy,Dairy Person,STORES
6644,1401011712810008,1/23/2007,Customer Service,Cashier,STORES
6647,1408016612810012,1/27/2007,Processed Foods,Shelf Stocker,STORES
6650,3317105201820007,2/5/2007,Customer Service,Cashier,STORES
6653,7305085301820003,2/6/2007,Dairy,Dairy Person,STORES
6660,1272024202820009,2/16/2007,Bakery,Baker,STORES
6668,7602015602820008,2/24/2007,Customer Service,Cashier,STORES
6671,3510220303820003,3/4/2007,Dairy,Dairy Person,STORES
6694,6107175805820009,4/13/2007,Dairy,Dairy Person,STORES
6701,1276052805820013,4/18/2007,Customer Service,Cashier,STORES
6720,3604190807820012,5/10/2007,Dairy,Dairy Person,STORES
6729,1803045408820018,5/29/2007,Dairy,Dairy Person,STORES
6731,6213021608820013,5/30/2007,Dairy,Dairy Person,STORES
6732,6304132508820014,6/4/2007,Customer Service,Cashier,STORES
6737,1207254609820014,6/10/2007,Processed Foods,Shelf Stocker,STORES
6743,3328115509820006,6/15/2007,Dairy,Dairy Person,STORES
6753,7304117010820012,7/9/2007,Processed Foods,Shelf Stocker,STORES
6754,2102084111820015,7/10/2007,Processed Foods,Shelf Stocker,STORES
6757,5311075011820019,7/15/2007,Processed Foods,Shelf Stocker,STORES
6768,1273021512820010,8/2/2007,Customer Service,Cashier,STORES
6771,3201276712820013,8/9/2007,Processed Foods,Shelf Stocker,STORES
6772,7415032912820011,8/10/2007,Dairy,Dairy Person,STORES
6778,6111032201830005,8/22/2007,Customer Service,Cashier,STORES
6784,9115031102830008,9/2/2007,Dairy,Dairy Person,STORES
6791,1407181703830009,9/20/2007,Processed Foods,Shelf Stocker,STORES
6794,3316132703830005,9/25/2007,Processed Foods,Shelf Stocker,STORES
6798,7402244104830008,9/28/2007,Processed Foods,Shelf Stocker,STORES
6801,3525030704830001,10/1/2007,Processed Foods,Shelf Stocker,STORES
6803,7601081104830015,10/3/2007,Dairy,Dairy Person,STORES
6809,3209072804830014,10/12/2007,Customer Service,Cashier,STORES
6826,9114286805830006,10/28/2007,Dairy,Dairy Person,STORES
6829,6103084106830014,10/30/2007,Processed Foods,Shelf Stocker,STORES
6842,9116191207830016,11/21/2007,Customer Service,Cashier,STORES
6847,1609157007830016,11/30/2007,Processed Foods,Shelf Stocker,STORES
6851,7318024508830005,12/3/2007,Processed Foods,Shelf Stocker,STORES
6852,7171090408830017,12/3/2007,Dairy,Dairy Person,STORES
6857,9112281508830015,12/9/2007,Processed Foods,Shelf Stocker,STORES
6863,3507034709830004,12/21/2007,Processed Foods,Shelf Stocker,STORES
6865,1803182009830012,12/28/2007,Processed Foods,Shelf Stocker,STORES
6874,1305055410830006,1/9/2008,Processed Foods,Shelf Stocker,STORES
6877,9107261510830008,1/10/2008,Processed Foods,Shelf Stocker,STORES
6897,3519075212830007,2/9/2008,Dairy,Dairy Person,STORES
6899,7105215712830010,2/12/2008,Processed Foods,Shelf Stocker,STORES
6902,3516060601840013,2/23/2008,Processed Foods,Shelf Stocker,STORES
6919,3404064702840003,3/10/2008,Processed Foods,Shelf Stocker,STORES
6924,7402206602840010,3/20/2008,Dairy,Dairy Person,STORES
6925,8102196802840018,3/22/2008,Customer Service,Cashier,STORES
6935,7402322403840004,4/3/2008,Dairy,Dairy Person,STORES
6943,7406101604840007,4/15/2008,Customer Service,Cashier,STORES
6948,1201094105840007,4/23/2008,Dairy,Dairy Person,STORES
6949,3324130205840014,4/24/2008,Dairy,Dairy Person,STORES
6952,9205195505840003,5/1/2008,Dairy,Dairy Person,STORES
6955,1101066705840002,5/7/2008,Bakery,Baker,STORES
6961,3202256706840014,5/23/2008,Processed Foods,Shelf Stocker,STORES
6971,3323191607840009,6/2/2008,Processed Foods,Shelf Stocker,STORES
6973,2171015707840012,6/3/2008,Customer Service,Cashier,STORES
6978,5203042207840017,6/6/2008,Customer Service,Cashier,STORES
6980,1401092607840003,6/8/2008,Processed Foods,Shelf Stocker,STORES
6985,3307135508840012,6/18/2008,Processed Foods,Shelf Stocker,STORES
6989,9203030309840016,6/28/2008,Customer Service,Cashier,STORES
6990,6104140609840010,6/30/2008,Processed Foods,Shelf Stocker,STORES
7060,7373076403850007,10/13/2008,Dairy,Dairy Person,STORES
7065,3374130404850013,10/19/2008,Processed Foods,Shelf Stocker,STORES
7067,3172050604850005,10/20/2008,Customer Service,Cashier,STORES
7071,3529165704850018,10/26/2008,Meats,Meat Cutter,STORES
7104,9121030807850004,12/8/2008,Meats,Meat Cutter,STORES
7110,3310040708850016,12/24/2008,Meats,Meat Cutter,STORES
7115,5309166108850005,1/1/2009,Customer Service,Cashier,STORES
7117,7110072308850008,1/2/2009,Dairy,Dairy Person,STORES
7124,1104206109850019,1/17/2009,Processed Foods,Shelf Stocker,STORES
7131,1115100710850011,1/26/2009,Customer Service,Cashier,STORES
7135,7317055710850015,1/31/2009,Processed Foods,Shelf Stocker,STORES
7142,7210060111850009,2/8/2009,Customer Service,Cashier,STORES
7144,3509304311850018,2/9/2009,Dairy,Dairy Person,STORES
7149,3304031611850017,2/16/2009,Customer Service,Cashier,STORES
7151,3204266511850009,2/20/2009,Meats,Meat Cutter,STORES
7156,1706101112850011,3/1/2009,Dairy,Dairy Person,STORES
7161,3604186112850006,3/6/2009,Dairy,Dairy Person,STORES
7166,9109021201860005,3/18/2009,Customer Service,Cashier,STORES
7170,1871126001860001,3/22/2009,Processed Foods,Shelf Stocker,STORES
7171,6102166401860008,3/24/2009,Meats,Meat Cutter,STORES
7173,3471010102860003,3/28/2009,Processed Foods,Shelf Stocker,STORES
7176,3505021002860003,4/2/2009,Customer Service,Cashier,STORES
7183,1108010703860009,4/15/2009,Meats,Meat Cutter,STORES
7188,9122056803860003,4/26/2009,Processed Foods,Shelf Stocker,STORES
7197,3526125404860011,5/5/2009,Processed Foods,Shelf Stocker,STORES
7206,3202290605860012,5/17/2009,Customer Service,Cashier,STORES
7209,7108041305860003,5/21/2009,Processed Foods,Shelf Stocker,STORES
7223,9203172206860011,6/11/2009,Customer Service,Cashier,STORES
7227,3516095207860016,6/21/2009,Dairy,Dairy Person,STORES
7238,3209381308860018,7/8/2009,Dairy,Dairy Person,STORES
7249,1604254109860013,7/18/2009,Processed Foods,Shelf Stocker,STORES
7262,9109120110860004,8/3/2009,Customer Service,Cashier,STORES
7265,1311060410860001,8/5/2009,Customer Service,Cashier,STORES
7273,3601184511860011,8/22/2009,Customer Service,Cashier,STORES
7277,7408152511860004,9/1/2009,Dairy,Dairy Person,STORES
7283,5102046012860008,9/14/2009,Processed Foods,Shelf Stocker,STORES
7290,7208126712860007,9/18/2009,Processed Foods,Shelf Stocker,STORES
7319,1115090903870011,10/26/2009,Processed Foods,Shelf Stocker,STORES
7325,1305062303870003,11/2/2009,Dairy,Dairy Person,STORES
7326,9106212703870008,11/5/2009,Processed Foods,Shelf Stocker,STORES
7327,1110133103870015,11/7/2009,Customer Service,Cashier,STORES
